SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
EPL, EQ, 28-May-2021,227.95,227.05,231,226.2,228.05,227.05,227.73,614222,1398.79,16972,469030,76.36
EQ30, EQ, 28-May-2021,441.75,448,448.13,425.6,447.75,447.75,441.51,69,0.3,19,39,56.52
EQUITAS, EQ, 28-May-2021,92.4,92.4,94.4,91.9,92.6,92.5,93.06,1380170,1284.34,12312,578038,41.88
EQUITASBNK, EQ, 28-May-2021,62.55,63.5,63.75,60.65,61.15,61.05,62.16,504060,313.33,3126,298497,59.22
ERFLNCDI, N5, 28-May-2021,930,928.85,928.85,920,920,920,921.56,85,0.78,4,85,100
ERIS, EQ, 28-May-2021,693.5,700.7,714.45,689.6,695.05,702,702.67,114533,804.79,6176,65121,56.86
EROSMEDIA, EQ, 28-May-2021,32.65,33,33,30.1,30.2,30.45,30.97,2269141,702.73,7789,1218837,53.71
ESABINDIA, EQ, 28-May-2021,1833.05,1842,1842.25,1799.95,1809,1804.85,1816.53,5442,98.86,1022,3487,64.08
ESCORTS, EQ, 28-May-2021,1143.3,1151,1170.85,1137.25,1162.2,1162.35,1155.81,1686225,19489.63,52502,580603,34.43
ESSARSHPNG, EQ, 28-May-2021,9.2,9.4,9.75,9.25,9.35,9.4,9.48,298386,28.29,647,162515,54.46
ESTER, EQ, 28-May-2021,141.8,141.8,143,137.85,138.95,138.2,139.76,201087,281.05,3452,125017,62.17
EVEREADY, EQ, 28-May-2021,318.15,319.7,320.5,308,310,310.25,313.01,459521,1438.33,9664,240581,52.35
EVERESTIND, EQ, 28-May-2021,391.55,413,429,397.55,403,402.65,406.72,638913,2598.58,18550,363023,56.82
EXCEL, BE, 28-May-2021,2.25,2.35,2.35,2.15,2.25,2.2,2.23,218487,4.88,558, -, -
EXCELINDUS, EQ, 28-May-2021,1092.15,1092,1099.9,1024,1056.65,1050.25,1054.98,63421,669.08,7557,28385,44.76
EXIDEIND, EQ, 28-May-2021,188.85,190,192.5,189.6,192,191.9,191.34,3112808,5956.19,25471,1162502,37.35
EXPLEOSOL, EQ, 28-May-2021,615.8,620,622.6,617.1,618,618.6,619.35,28042,173.68,1793,17480,62.34
FACT, EQ, 28-May-2021,125.9,126.6,126.8,124,125.2,124.55,125.23,185653,232.49,2773,97710,52.63
FAIRCHEMOR, EQ, 28-May-2021,922.3,938.95,940,900,907,910.25,915.09,34734,317.85,3568,18630,53.64
FCL, EQ, 28-May-2021,89.1,90.1,92.2,87.6,89.1,88.95,89.21,567154,505.94,4205,348022,61.36
FCONSUMER, EQ, 28-May-2021,6.9,6.95,6.95,6.8,6.9,6.85,6.87,2857156,196.32,3611,1360134,47.6
FCSSOFT, BE, 28-May-2021,1.1,1.15,1.15,1.1,1.15,1.15,1.15,10267979,117.7,3866, -, -
FDC, EQ, 28-May-2021,329.15,332,340,330.4,335,335.6,336.05,618238,2077.59,10178,339350,54.89
FEDERALBNK, EQ, 28-May-2021,88.05,88.85,89.4,87.65,88.7,89,88.54,24897756,22045.66,61010,10214888,41.03
FEL, EQ, 28-May-2021,9.1,9.2,9.2,9,9.15,9.1,9.1,502979,45.75,821,339048,67.41
FELDVR, EQ, 28-May-2021,12.6,12.95,12.95,12,12.25,12.2,12.31,69177,8.52,256,47654,68.89
FIEMIND, EQ, 28-May-2021,694.25,699.8,709,661.05,673,666.15,682.19,113520,774.42,9969,50610,44.58
FILATEX, EQ, 28-May-2021,94.9,95.65,102.5,94.9,99.5,99.45,98.44,857171,843.83,7648,454695,53.05
FINCABLES, EQ, 28-May-2021,459.85,464.9,465,446.3,448.65,449.95,453.65,586196,2659.26,14715,188213,32.11
FINEORG, EQ, 28-May-2021,3250.45,3100,3175,2990.05,3015,3003.1,3071.93,186067,5715.85,30686,86645,46.57
FINPIPE, EQ, 28-May-2021,173.5,174.4,176.3,170.3,172.4,171.25,172.92,644997,1115.35,11310,312949,48.52
FLEXITUFF, BE, 28-May-2021,25.3,25,25.6,25,25.5,25.5,25.31,7295,1.85,19, -, -
FLFL, EQ, 28-May-2021,54.35,54.95,55.6,53.9,55,54.9,54.48,78357,42.69,803,54259,69.25
FLUOROCHEM, EQ, 28-May-2021,833.7,833,856.65,814,819,818.45,829.63,78690,652.83,4788,46591,59.21
FMGOETZE, EQ, 28-May-2021,307.1,309,312.8,301.25,304.8,303.35,306.72,281389,863.07,6954,138661,49.28
FMNL, EQ, 28-May-2021,14.8,15.4,15.4,14.4,14.45,14.5,14.54,113068,16.44,232,77649,68.67
FORCEMOT, EQ, 28-May-2021,1255.8,1267.45,1272,1242.1,1249.95,1247.05,1256.72,30216,379.73,2754,14641,48.45
FORTIS, EQ, 28-May-2021,226.25,227.55,235,225.65,231.5,230.1,231.66,5646216,13080.24,70842,2192255,38.83
FOSECOIND, EQ, 28-May-2021,1369.95,1365.05,1395,1357,1381.1,1382.25,1378.13,3563,49.1,227,1977,55.49
FRETAIL, EQ, 28-May-2021,45.6,45.6,45.75,45.25,45.55,45.45,45.44,1781934,809.67,14470,1103662,61.94
FSC, EQ, 28-May-2021,72.8,72.8,73.95,71.85,72.8,72.1,72.33,27615,19.97,620,19563,70.84
FSL, EQ, 28-May-2021,140.95,141.85,142.4,138.45,140.85,141.4,140.74,2479186,3489.22,25604,887062,35.78
G5, EQ, 28-May-2021,48.43,48.4,48.44,48.35,48.43,48.43,48.4,1972,0.95,22,1972,100
GABRIEL, EQ, 28-May-2021,126.1,128,128.5,119.2,120.5,120.35,122.55,678769,831.85,10473,387561,57.1
GAEL, EQ, 28-May-2021,173.8,172.95,175.15,165.1,166.9,165.9,170.09,832518,1416.01,11511,497778,59.79
GAIL, EQ, 28-May-2021,152.8,153.2,157.4,152.05,153.05,152.95,154.01,15357906,23652,78348,4371042,28.46
GAL, BE, 28-May-2021,2.55,2.45,2.65,2.45,2.45,2.45,2.51,423069,10.63,347, -, -
GALAXYSURF, EQ, 28-May-2021,3057.6,3032.1,3071.95,2955.55,2976,2971,3003.57,44684,1342.11,7329,25279,56.57
GALLANTT, EQ, 28-May-2021,61.35,62.85,63.15,60.65,60.8,60.95,61.79,56081,34.65,1119,27214,48.53
GALLISPAT, EQ, 28-May-2021,49.3,50,50.95,49.5,49.8,49.85,49.94,68890,34.4,690,33520,48.66
GAMMNINFRA, EQ, 28-May-2021,1.45,1.5,1.5,1.5,1.5,1.5,1.5,2272344,34.09,427,2272344,100
GANDHITUBE, EQ, 28-May-2021,310.7,314.65,314.9,307.4,314.6,311.35,310.68,5294,16.45,279,3712,70.12
GANECOS, EQ, 28-May-2021,568.95,570.8,576.35,555,569.85,563,563.41,14555,82,1349,9380,64.45
GANESHHOUC, EQ, 28-May-2021,63.45,64.85,67.2,57.6,58.35,59.5,62.09,159619,99.1,1121,88768,55.61
GANGAFORGE, SM, 28-May-2021,73.2,74.7,75,74.7,75,74.85,74.83,24000,17.96,3,16000,66.67
GANGESSECU, EQ, 28-May-2021,68.55,68.5,70.7,67.05,67.05,67.55,68.93,10304,7.1,410,3434,33.33
GARFIBRES, EQ, 28-May-2021,2825.25,2894,2916.4,2837.85,2880,2862.15,2880.3,12867,370.61,2440,5877,45.67
GATI, EQ, 28-May-2021,122.95,123.9,124.15,117,118.3,118.1,120.59,2188206,2638.78,18388,802106,36.66
GAYAHWS, EQ, 28-May-2021,0.9,0.95,0.95,0.9,0.95,0.95,0.95,2359653,22.41,442,1575157,66.75
GAYAPROJ, EQ, 28-May-2021,35.05,35.3,35.4,33.6,34.1,34,34.28,781526,267.92,3405,431717,55.24
GDL, EQ, 28-May-2021,293.1,295,303,294.2,300.25,300.25,299.29,490263,1467.32,15921,332490,67.82
GEECEE, EQ, 28-May-2021,118.2,118,118.5,114.2,115.95,115.05,115.72,9960,11.53,382,6419,64.45
GEEKAYWIRE, EQ, 28-May-2021,91.35,92.25,92.85,90.05,90.05,90.45,90.95,956,0.87,78,630,65.9
GENCON, EQ, 28-May-2021,49.15,51,52.95,47.2,47.55,48.35,50.81,166833,84.77,1520,94699,56.76
GENESYS, EQ, 28-May-2021,103.35,105.65,105.65,99.1,99.35,99.65,100.02,11165,11.17,216,8554,76.61
GENUSPAPER, EQ, 28-May-2021,9.95,10.5,10.75,10.1,10.4,10.35,10.45,2134753,222.99,3847,1348005,63.15
GENUSPOWER, EQ, 28-May-2021,60.7,61.2,61.85,58,58.95,58.4,60.04,1197138,718.79,7243,662188,55.31
GEOJITFSL, EQ, 28-May-2021,67.45,67.6,69.5,67,67.4,67.55,68.31,684217,467.4,4738,330330,48.28
GEPIL, EQ, 28-May-2021,295.3,298.2,298.9,285.35,290,289.5,291.41,313953,914.88,8983,154039,49.06
GESHIP, EQ, 28-May-2021,411.15,421,423.75,412,416,414.45,416.41,475416,1979.68,25440,267933,56.36
GET&D, EQ, 28-May-2021,137.05,136.55,140.25,132.75,134,134.15,136.51,372276,508.18,6402,133435,35.84
GFLLIMITED, EQ, 28-May-2021,77.7,81.95,81.95,76,77,77.05,78.73,168508,132.67,2531,103392,61.36
GHCL, EQ, 28-May-2021,261.3,264,274,264,266,264.8,269.05,577619,1554.11,9589,188455,32.63
GICHSGFIN, EQ, 28-May-2021,125.95,126.4,127.6,125.5,126.15,125.85,126.56,173502,219.58,2437,68619,39.55
GICRE, EQ, 28-May-2021,189.85,193,195,190.1,193.05,192.95,192.63,427754,823.99,7379,167800,39.23
GILLANDERS, EQ, 28-May-2021,43.8,45.85,45.85,42.1,43,42.75,43.55,3367,1.47,61,1828,54.29
GILLETTE, EQ, 28-May-2021,5624.25,5650,5650,5571,5598,5607.75,5610.77,7236,406,1733,4725,65.3
GINNIFILA, EQ, 28-May-2021,29.35,29.8,29.9,28.8,29.3,29.3,29.34,242883,71.26,997,198749,81.83
GIPCL, EQ, 28-May-2021,83.7,83.5,83.5,80.6,81.25,81.1,81.57,590087,481.32,5056,347253,58.85
GIRIRAJ, SM, 28-May-2021,70,66.5,73,66.5,73,69.75,69.75,2400,1.67,2,2400,100
GISOLUTION, EQ, 28-May-2021,2.6,2.6,2.7,2.6,2.7,2.7,2.63,3099,0.08,12,3099,100
GKWLIMITED, EQ, 28-May-2021,560.75,583,599.9,568,568,570.95,580.76,2111,12.26,450,1175,55.66
GLAND, EQ, 28-May-2021,3282.7,3288,3298.8,3150,3205,3224.35,3247.2,522591,16969.55,39066,256311,49.05
GLAXO, EQ, 28-May-2021,1504.75,1528,1575,1506,1534,1528.6,1539.7,116777,1798.02,10481,49982,42.8
GLENMARK, EQ, 28-May-2021,606.6,609.9,614.5,599.5,608.95,607.6,608.56,2099504,12776.71,33582,429642,20.46
GLOBAL, EQ, 28-May-2021,50.25,51.95,51.95,49.5,51,50.3,50.22,4636,2.33,106,3488,75.24
GLOBALVECT, EQ, 28-May-2021,48.65,48.25,49.3,47.25,47.3,47.85,47.89,7476,3.58,206,5422,72.53
GLOBE, BE, 28-May-2021,47,45.05,47.95,45.05,46.95,46.95,45.26,112,0.05,3, -, -
GLOBUSSPR, EQ, 28-May-2021,346,352,352,336.1,339.75,338,342.97,477544,1637.83,18190,256086,53.63
GMBREW, EQ, 28-May-2021,433.45,438.95,444,428,428.1,430.1,434.51,30501,132.53,1760,15255,50.01
GMDCLTD, EQ, 28-May-2021,72.8,74,77.7,73.75,74.55,74.55,75.76,6009728,4552.93,28342,1379294,22.95
GMMPFAUDLR, EQ, 28-May-2021,5144.2,5191.95,5239.65,5004.6,5059,5042.55,5100.16,89917,4585.91,16454,33879,37.68
GMRINFRA, EQ, 28-May-2021,26.8,26.8,26.9,26.05,26.25,26.15,26.36,13178710,3473.91,24020,4267935,32.39
GNA, EQ, 28-May-2021,428.35,431.45,439.4,427.5,429,429.4,433.27,122215,529.52,5444,60465,49.47
GNFC, EQ, 28-May-2021,393.95,394,394.75,378.25,380,379.75,384.49,617003,2372.31,15278,356063,57.71
GOACARBON, EQ, 28-May-2021,348.4,348.9,348.9,334.95,336.5,336.6,340.87,45977,156.72,2319,29291,63.71
GOCLCORP, EQ, 28-May-2021,214,215.15,221,212.1,213.9,213.3,215.27,13928,29.98,441,10929,78.47
GODFRYPHLP, EQ, 28-May-2021,897.95,891.1,904.9,891.1,899,897.65,898.82,25044,225.1,2694,10092,40.3
GODHA, BE, 28-May-2021,42,39.9,39.9,39.9,39.9,39.9,39.9,58,0.02,4, -, -
GODREJAGRO, EQ, 28-May-2021,547.75,550,557,546.35,556,553.1,551.04,177502,978.11,10023,95402,53.75
GODREJCP, EQ, 28-May-2021,831.35,838,852,835,846.95,844.7,844.32,2050175,17310.13,54467,970987,47.36
GODREJIND, EQ, 28-May-2021,529.35,538.9,538.9,526.35,529,528.1,532.11,288037,1532.69,13042,102678,35.65
GODREJPROP, EQ, 28-May-2021,1361.65,1376.95,1376.95,1347.55,1360,1359.85,1360.14,545217,7415.74,18882,126380,23.18
GOENKA, BZ, 28-May-2021,1.3,1.35,1.35,1.25,1.3,1.25,1.28,513013,6.55,114, -, -
GOKEX, EQ, 28-May-2021,136.6,138,140.55,132.25,133.05,132.8,135.73,443157,601.51,6278,267812,60.43
GOKUL, EQ, 28-May-2021,25,26,26.1,24.75,24.9,25.05,25.45,158402,40.31,1796,58475,36.92
GOKULAGRO, EQ, 28-May-2021,29.85,31,31.5,29.6,30.35,30.3,30.53,490345,149.7,3187,305134,62.23
GOLDBEES, EQ, 28-May-2021,42.39,44.88,44.88,42.1,42.23,42.22,42.2,3232907,1364.31,13843,2685442,83.07
GOLDENTOBC, EQ, 28-May-2021,45.9,46.65,46.75,45.45,46,46,46.28,9025,4.18,174,4330,47.98
GOLDIAM, EQ, 28-May-2021,437,439.9,441.05,421.05,423,423.2,428.95,97483,418.15,5220,62417,64.03
GOLDSHARE, EQ, 28-May-2021,42.9,42.9,43,42.65,42.8,42.8,42.78,106673,45.64,539,72283,67.76
GOLDSTAR, SM, 28-May-2021,20.5,20.5,20.5,20.5,20.5,20.5,20.5,12000,2.46,2,12000,100
GOLDTECH, EQ, 28-May-2021,11,11.45,11.55,11,11.3,11.2,11.39,122595,13.96,488,85210,69.51
GOODLUCK, EQ, 28-May-2021,98.35,99.55,105,99,99.6,99.25,101.4,212245,215.21,4424,96070,45.26
GOODYEAR, EQ, 28-May-2021,929.25,986.5,997.1,959,964,963.45,974.32,311696,3036.91,15754,106683,34.23
GPIL, EQ, 28-May-2021,968,995,1004.6,970.5,975.6,975.2,990.19,171118,1694.4,7545,73486,42.94
GPPL, EQ, 28-May-2021,107.9,109,109.1,104.2,106.2,106.1,105.96,1348542,1428.95,13989,639855,47.45
GPTINFRA, EQ, 28-May-2021,45.05,45.85,52.4,44.4,50.5,49.95,50.05,962768,481.85,6817,304769,31.66
GRANULES, EQ, 28-May-2021,315.9,317.15,321.4,314.5,316.7,315.7,317.62,2510403,7973.54,29599,942696,37.55
GRAPHITE, EQ, 28-May-2021,766.35,747.8,763,738.25,744.95,745,747.65,1639454,12257.36,52184,721820,44.03
GRASIM, EQ, 28-May-2021,1417.15,1428.2,1480,1421,1465,1465.45,1455.6,2689838,39153.25,76118,508878,18.92
GRAVITA, EQ, 28-May-2021,104.1,103.75,108.35,103.75,106.6,106.4,106.86,182474,194.99,3697,94382,51.72
GREAVESCOT, EQ, 28-May-2021,128.8,129.8,129.95,126.6,126.95,127,128.01,643967,824.32,11501,386796,60.06
GREENLAM, EQ, 28-May-2021,1174.6,1185.25,1207.25,1115,1170.05,1156.85,1158.48,27045,313.31,2473,18598,68.77
GREENPANEL, EQ, 28-May-2021,262.7,264.4,267,260.85,263,263.9,264.69,397605,1052.43,5134,309473,77.83
GREENPLY, EQ, 28-May-2021,204.35,209,209.5,201.85,204,202.65,204.71,333522,682.77,6095,156804,47.01
GREENPOWER, EQ, 28-May-2021,2.5,2.6,2.6,2.45,2.5,2.5,2.55,5173473,132.08,2666,3211160,62.07
GRINDWELL, EQ, 28-May-2021,1186.55,1186.55,1276.75,1186.5,1241,1242,1245.32,316100,3936.46,30070,91930,29.08
GROBTEA, EQ, 28-May-2021,959.15,950.45,984,922.25,935.6,933.1,946.53,2287,21.65,561,676,29.56
GRPLTD, EQ, 28-May-2021,1029,1020.1,1074.35,1010.05,1074,1047.4,1045.57,2625,27.45,255,1228,46.78
GRSE, EQ, 28-May-2021,184.8,185.75,186.95,181.7,181.95,182,183.67,173268,318.24,3802,115970,66.93
GSCLCEMENT, EQ, 28-May-2021,40.3,40.45,40.6,39.05,39.6,39.45,39.59,284760,112.73,2646,152038,53.39
GSFC, EQ, 28-May-2021,119.3,119.9,119.9,113.6,114.7,114.25,116.26,3956022,4599.29,25747,1758509,44.45
GSPL, EQ, 28-May-2021,281.5,286.5,287.9,277.5,278.4,278.55,282.73,1241191,3509.17,28334,660867,53.24
GSS, EQ, 28-May-2021,60.5,61.1,68.75,61.1,63.7,64.5,65.91,460076,303.25,5307,189986,41.29
GTL, EQ, 28-May-2021,8.45,8.85,8.85,8.15,8.85,8.85,8.75,751384,65.75,1396,435237,57.92
GTLINFRA, EQ, 28-May-2021,0.9,0.95,0.95,0.9,0.95,0.95,0.95,40347180,381.7,9500,27622647,68.46
GTPL, EQ, 28-May-2021,145.2,146.75,146.75,142.25,142.25,142.55,143.91,65798,94.69,1116,49264,74.87
GUFICBIO, EQ, 28-May-2021,186.25,186.95,191.3,183,183.75,184.3,186.5,319819,596.47,6536,161531,50.51
GUJALKALI, EQ, 28-May-2021,412,413.9,416.95,407.3,407.55,408,410.94,203804,837.51,4755,94482,46.36
GUJAPOLLO, EQ, 28-May-2021,230.4,231,236.95,224.3,225,225.6,228.41,6181,14.12,686,3339,54.02
GUJGASLTD, EQ, 28-May-2021,512.75,515.45,518.5,509.5,510.5,510.7,513.56,576867,2962.53,12852,281319,48.77
GUJRAFFIA, BE, 28-May-2021,74.85,71.55,75.9,71.55,73.9,72.6,73.38,4693,3.44,62, -, -
GULFOILLUB, EQ, 28-May-2021,706.55,708.1,729.85,702,715.6,711.2,709.29,50302,356.79,4318,31548,62.72
GULFPETRO, EQ, 28-May-2021,57.35,57.85,59.6,55.5,56.2,56.35,57.09,316582,180.73,3355,157108,49.63
GULPOLY, EQ, 28-May-2021,161.7,163.9,169.95,162.1,169.8,168.45,166.81,208818,348.32,2886,151002,72.31
HAL, EQ, 28-May-2021,1033.75,1032,1040,1025.4,1030,1029.7,1029.84,96543,994.24,6506,54722,56.68
HAPPSTMNDS, EQ, 28-May-2021,853.95,883,910,860,870,876.1,890.06,9845189,87627.88,232518,1301120,13.22
HARRMALAYA, EQ, 28-May-2021,193.7,194.8,196.95,187.6,187.75,188.45,192.15,320964,616.73,12898,81935,25.53
HATHWAY, EQ, 28-May-2021,26.2,26.45,26.6,25.6,25.8,25.7,25.99,8529342,2216.95,12942,3782434,44.35
HATSUN, EQ, 28-May-2021,856.8,861.1,903,851,860,857.3,877.34,167264,1467.47,9259,46512,27.81
HAVELLS, EQ, 28-May-2021,1019.8,1028,1028.9,1012.8,1018.85,1018.1,1020.38,916916,9356.03,28573,292385,31.89
HAVISHA, BE, 28-May-2021,0.9,0.95,0.95,0.9,0.95,0.9,0.92,148505,1.37,143, -, -
HBANKETF, EQ, 28-May-2021,348.6,351.9,353.2,348.32,349.91,349.73,350.83,3335,11.7,113,2353,70.55
HBLPOWER, EQ, 28-May-2021,45.2,45.6,46.5,42.5,43.2,42.95,44.17,1908819,843.11,11512,981864,51.44
HBSL, EQ, 28-May-2021,18.65,19.25,19.25,17.9,17.95,18.2,18.16,9553,1.73,105,2544,26.63
HCC, EQ, 28-May-2021,10.5,10.7,11.55,10.5,11.2,11.1,11.28,49394092,5569.41,19798,13522067,27.38
HCG, EQ, 28-May-2021,188.9,189,195.95,186.1,187.95,187.15,190.88,109618,209.23,2740,70985,64.76
HCL-INSYS, EQ, 28-May-2021,10.25,10.6,10.75,10.35,10.75,10.75,10.72,1902792,204.07,2974,1260890,66.27
HCLTECH, EQ, 28-May-2021,942.4,940.05,949.75,937.4,944,942.55,943.91,4098094,38682.45,100104,2333102,56.93
HDFC, EQ, 28-May-2021,2508.85,2514.65,2549.85,2511,2543,2541.35,2536.15,2548032,64621.79,102349,1376529,54.02
HDFC, W3, 28-May-2021,768.4,780,784.75,770.15,776,776,778.18,6600,51.36,11,3000,45.45
HDFCAMC, EQ, 28-May-2021,2839.8,2865,2981.95,2865,2979.95,2969.75,2947.52,934408,27541.84,54307,228528,24.46
HDFCBANK, EQ, 28-May-2021,1482.65,1490.9,1513,1478.75,1507.75,1503.45,1495.6,8875010,132734.37,221597,5295971,59.67
HDFCLIFE, EQ, 28-May-2021,664.05,665,674.4,662.75,669,668.95,670.25,3030073,20309.19,58718,1421944,46.93
HDFCMFGETF, EQ, 28-May-2021,43.4,43.39,43.39,43.18,43.32,43.25,43.27,470502,203.6,1034,347393,73.83
HDFCNIFETF, EQ, 28-May-2021,162.2,163.93,163.93,162.4,163.3,163.51,163.41,21095,34.47,333,13821,65.52
HDFCSENETF, EQ, 28-May-2021,548.27,548.27,548.89,545,545.65,546.27,546.81,1853,10.13,174,1647,88.88
HDIL, BZ, 28-May-2021,5.4,5.65,5.65,5.45,5.5,5.5,5.58,575114,32.1,721, -, -
HEG, EQ, 28-May-2021,2353.4,2206,2293.35,2155.1,2172,2172.95,2218.49,902751,20027.42,66839,313769,34.76
HEIDELBERG, EQ, 28-May-2021,248.45,248.45,254,248.1,254,253.3,251.53,281319,707.59,6502,146800,52.18
HEMIPROP, EQ, 28-May-2021,135.6,136,137,131.25,132.85,132.4,133.75,1200876,1606.13,13468,780721,65.01
HERANBA, EQ, 28-May-2021,723.5,721.6,733.4,713,730,728.05,723.46,396129,2865.83,11733,143615,36.25
HERCULES, EQ, 28-May-2021,141.55,141.4,141.95,134.05,135.4,135.4,138.25,363344,502.32,9959,190660,52.47
HERITGFOOD, EQ, 28-May-2021,330.1,335,335,329,329.85,330.5,331.78,145037,481.21,3426,77532,53.46
HEROMOTOCO, EQ, 28-May-2021,2991.3,3025,3033.4,2956.55,2992,2991.55,3001.17,1077246,32329.97,65841,435248,40.4
HESTERBIO, EQ, 28-May-2021,2706.8,3060,3105,2838.85,2874,2869.9,2969.78,151921,4511.73,23984,49574,32.63
HEXATRADEX, EQ, 28-May-2021,116.5,120.5,120.5,112.25,112.25,114.55,115.83,10167,11.78,230,6481,63.75
HFCL, EQ, 28-May-2021,46.8,47.25,47.3,45.15,45.65,45.35,46.04,14665765,6751.7,35643,6177569,42.12
HGINFRA, EQ, 28-May-2021,390.5,392.8,399,380,388.6,383.95,387.34,205144,794.61,8536,87910,42.85
HGS, EQ, 28-May-2021,1783,1829,1971.15,1816.8,1835.1,1830.45,1869.43,106962,1999.58,10252,54210,50.68
HIKAL, EQ, 28-May-2021,429.35,434,438.8,411,414,414.15,420.88,845097,3556.88,27806,396674,46.94
HIL, EQ, 28-May-2021,4702.85,4726.1,5050,4726.05,5038,5005.2,4955.14,46201,2289.32,9616,22493,48.69
HILTON, BE, 28-May-2021,11.3,11.1,11.45,10.75,11.4,11.2,10.96,18826,2.06,65, -, -
HIMATSEIDE, EQ, 28-May-2021,179,183.7,183.7,173.65,176.35,175.1,178.63,199218,355.86,5131,108667,54.55
HINDALCO, EQ, 28-May-2021,385.85,393,398.85,384.8,388.25,387.75,391.99,14862168,58258.56,117904,3467489,23.33
HINDCOMPOS, EQ, 28-May-2021,322.9,329.9,329.9,315.1,318,319.15,321.22,13309,42.75,1019,7531,56.59
HINDCON, SM, 28-May-2021,36.3,36.5,37,34.1,34.3,34.3,34.87,76000,26.5,19,48000,63.16
HINDCOPPER, EQ, 28-May-2021,171.55,178,184,172.3,173.8,174.05,178.02,14388713,25614.59,87609,3973747,27.62
HINDMOTORS, EQ, 28-May-2021,8.2,8.15,8.5,8,8.15,8.2,8.14,282340,22.99,969,172163,60.98
HINDNATGLS, EQ, 28-May-2021,35.9,36.7,36.7,34.6,35.3,35.05,35.17,36124,12.7,301,28240,78.18
HINDOILEXP, EQ, 28-May-2021,97.2,98,102.4,96.2,101.1,101.25,98.94,1813137,1793.97,16447,775168,42.75
HINDPETRO, EQ, 28-May-2021,280.4,282.3,284.5,279.3,280.8,280.65,281.3,3165818,8905.4,41221,1482596,46.83
HINDUNILVR, EQ, 28-May-2021,2326.4,2333.35,2350,2319.35,2328.3,2321.7,2330.53,1215325,28323.51,73694,816237,67.16
HINDZINC, EQ, 28-May-2021,328.75,334.5,335,326,326.65,326.65,330.5,1673508,5530.95,21829,490671,29.32
HIRECT, EQ, 28-May-2021,148.35,149.95,150.05,138.35,139.95,139.35,142.29,72779,103.56,2120,50386,69.23
HISARMETAL, EQ, 28-May-2021,116.55,117.2,118.4,116,116,116.65,116.65,12328,14.38,226,6103,49.51
HITECH, EQ, 28-May-2021,410.85,419.75,419.75,405,413,406.95,409.19,47439,194.12,1346,17547,36.99
HITECHCORP, EQ, 28-May-2021,180.75,179,186.85,173.3,176.95,175.4,180.34,20164,36.36,618,9088,45.07
HITECHGEAR, EQ, 28-May-2021,193.6,195.45,232.3,194,232.3,232.3,224.94,293904,661.1,7582,109172,37.15
HLEGLAS, EQ, 28-May-2021,3423.95,3425,3520,3361,3417.5,3391.25,3453.17,12864,444.22,2421,5875,45.67
HLVLTD, EQ, 28-May-2021,7.4,7.5,7.5,7.1,7.15,7.15,7.27,475595,34.6,802,310616,65.31
HMT, BZ, 28-May-2021,27.85,29,29.2,29,29.2,29.2,29.16,17089,4.98,96, -, -
HMVL, EQ, 28-May-2021,92.85,95,98,92.25,92.8,92.65,94.52,140709,133,1927,68860,48.94
HNDFDS, EQ, 28-May-2021,2262.85,2312.95,2322.55,2193.1,2234,2228,2272.57,16682,379.11,2956,7805,46.79
HNGSNGBEES, EQ, 28-May-2021,350.38,353.8,354,350.02,351.15,350.52,351.06,1624,5.7,110,1177,72.48
HOMEFIRST, EQ, 28-May-2021,560.65,564,568.9,541,545.05,545.75,552,144243,796.23,6144,70473,48.86
HONAUT, EQ, 28-May-2021,43152.25,43479,43800,42800,42950,42917.85,43395.2,3573,1550.51,1794,1967,55.05
HONDAPOWER, EQ, 28-May-2021,1083.15,1070,1079,1031,1042,1039.05,1045.71,30177,315.56,2914,18134,60.09
HOVS, EQ, 28-May-2021,54.85,54.1,56.85,52.6,52.75,53,53.7,14851,7.98,236,11772,79.27
HPIL, SM, 28-May-2021,48.1,48.1,48.1,48.1,48.1,48.1,48.1,15000,7.22,4,15000,100
HPL, EQ, 28-May-2021,55,55.9,55.9,53.5,53.75,53.7,54.34,183351,99.64,1294,132074,72.03
HSCL, EQ, 28-May-2021,54.2,54.75,55.15,51.6,52.3,51.9,52.89,10144349,5365.82,30717,3954405,38.98
HSIL, EQ, 28-May-2021,227.35,230,247.9,230,235.35,235,238.83,1495806,3572.5,32229,488003,32.62
HTMEDIA, EQ, 28-May-2021,27.25,27.3,27.85,26.1,26.3,26.4,26.69,342128,91.33,1873,226262,66.13
HUBTOWN, EQ, 28-May-2021,19.95,20.9,20.9,20.9,20.9,20.9,20.9,67586,14.13,132,67585,100
HUDCO, EQ, 28-May-2021,48.5,48.8,49,47.3,47.65,47.45,48.05,1858326,892.97,6954,892314,48.02
HUDCO, N2, 28-May-2021,1248,1248,1250,1248,1248,1248,1248.33,122,1.52,5,122,100
HUDCO, N3, 28-May-2021,1048.58,1049,1049,1047.01,1047.5,1047.35,1047.62,400,4.19,9,380,95
HUDCO, N4, 28-May-2021,1067.4,1067.22,1075,1067.22,1067.85,1067.85,1067.88,155,1.66,5,100,64.52
HUDCO, N5, 28-May-2021,1195,1195,1195,1193.5,1195,1195,1194.3,300,3.58,5,200,66.67
